Delivery_person_Age,Delivery_person_Ratings,Restaurant_latitude,Restaurant_longitude,Delivery_location_latitude,Delivery_location_longitude,Type_of_order,Type_of_vehicle,temperature,humidity,precipitation,weather_description,Traffic_Level,Distance_km,TARGET
28.0,4.8,12.284747,76.625861,12.364747,76.705861,Buffet ,scooter ,18.24,81.0,0.0,broken clouds,High,18.17,48.33333333
27.0,4.9,26.914142,75.805704,26.964142,75.855704,Drinks ,scooter ,23.67,46.0,0.0,haze,Moderate,8.28,37.56666667
34.0,4.3,19.221315,72.862381,19.261315,72.902381,Buffet ,motorcycle ,27.03,57.0,0.0,smoke,High,8.97,42.51666667
31.0,4.9,22.308096,73.167753,22.348096,73.207753,Drinks ,motorcycle ,22.85,43.0,0.0,clear sky,Low,8.46,27.48333333
20.0,4.8,13.081878,80.248519,13.121878,80.288519,Drinks ,electric_scooter ,26.34,88.0,0.0,mist,High,8.72,46.5
31.0,4.3,25.454648,81.834502,25.464648,81.844502,Buffet ,motorcycle ,25.41,43.0,0.0,clear sky,Very Low,1.89,9.5
30.0,4.4,23.359033,85.325347,23.369033,85.335347,Drinks ,motorcycle ,19.99,83.0,0.0,mist,Very Low,1.91,21.88333333
25.0,4.7,22.725835,75.887648,22.755835,75.917648,Drinks ,scooter ,23.08,60.0,0.0,haze,Low,6.09,28.71666667
36.0,4.3,21.170798,72.790489,21.220798,72.840489,Drinks ,motorcycle ,24.92,73.0,0.0,mist,Moderate,9.3,35.41666667
22.0,4.6,12.906229,77.596791,13.016229,77.706791,Buffet ,motorcycle ,22.92,73.0,0.0,haze,Very High,21.31,60.96666667
28.0,4.7,21.157729,72.768726,21.217729,72.828726,Buffet ,electric_scooter ,23.16,43.0,0.0,clear sky,Moderate,11.45,27.15
30.0,4.8,22.31279,73.170283,22.37279,73.230283,Buffet ,motorcycle ,19.01,82.0,0.0,haze,Moderate,12.51,31.53333333
38.0,4.7,21.160437,72.774209,21.220437,72.834209,Drinks ,motorcycle ,24.94,73.0,0.0,mist,Moderate,12.44,38.63333333
21.0,4.9,0.0,0.0,0.06,0.06,Snack ,scooter ,26.33,82.0,0.36,light rain,High,13.4,35.98333333
21.0,4.7,26.911378,75.789034,26.921378,75.799034,Meal ,motorcycle ,19.61,68.0,0.0,haze,Low,3.02,14.93333333
35.0,4.9,11.003008,76.97544,11.133009,77.10544,Buffet ,scooter ,25.15,73.0,0.0,mist,High,24.82,50.93333333
32.0,4.9,22.760072,75.892574,22.780072,75.912574,Meal ,motorcycle ,17.15,72.0,0.0,haze,Low,4.19,16.33333333
50.0,6.0,0.0,0.0,0.01,0.01,Meal ,bicycle ,26.22,83.0,0.48,light rain,High,13.4,35.98333333
29.0,4.7,22.539129,88.365507,22.609129,88.435507,Snack ,scooter ,23.01,83.0,0.0,haze,High,17.39,40.95
33.0,3.8,0.0,0.0,0.08,0.08,Meal ,scooter ,26.25,85.0,0.0,overcast clouds,High,13.4,35.98333333
20.0,5.0,12.986047,80.218114,13.036047,80.268114,Snack ,motorcycle ,26.48,87.0,0.0,mist,Moderate,11.98,34.05
35.0,4.9,12.323225,76.630028,12.333225,76.640028,Meal ,motorcycle ,20.54,67.0,0.0,clear sky,Very Low,3.28,7.7
26.0,4.7,22.651847,75.881991,22.711847,75.941991,Buffet ,electric_scooter ,17.04,72.0,0.0,haze,Moderate,13.48,29.2
36.0,4.9,12.970324,77.645748,12.990324,77.665748,Meal ,motorcycle ,23.12,73.0,0.0,haze,Low,4.9,20.05
34.0,4.7,12.972793,80.249982,13.012793,80.289982,Snack ,motorcycle ,28.59,81.0,0.0,mist,Moderate,9.89,34.08333333
24.0,4.9,21.160437,72.774209,21.180437,72.794209,Drinks ,scooter ,24.96,73.0,0.0,mist,Low,5.03,25.3
27.0,4.9,17.424114,78.347554,17.484114,78.407554,Buffet ,scooter ,22.85,60.0,0.0,haze,Moderate,14.95,30.16666667
27.0,4.1,0.0,0.0,0.07,0.07,Snack ,motorcycle ,26.35,82.0,0.33,light rain,High,13.4,35.98333333
30.0,4.9,17.429585,78.392621,17.489585,78.452621,Drinks ,motorcycle ,21.42,64.0,0.0,broken clouds,Very High,17.81,58.03333333
31.0,4.7,27.158822,78.045359,27.268822,78.155359,Snack ,motorcycle ,25.15,39.0,0.0,clear sky,Very High,30.7,52.8
30.0,4.9,12.906229,77.596791,13.016229,77.706791,Buffet ,motorcycle ,22.92,73.0,0.0,haze,Very High,21.16,62.03333333
33.0,4.7,23.351489,85.324253,23.391489,85.364253,Meal ,electric_scooter ,17.71,68.0,0.0,clear sky,Low,7.64,18.46666667
33.0,4.8,26.902328,75.794257,27.012328,75.904257,Meal ,motorcycle ,19.9,46.0,0.0,clear sky,Very High,20.18,50.45
22.0,4.8,19.055831,72.833984,19.085831,72.863984,Drinks ,scooter ,27.0,44.0,0.0,smoke,Moderate,7.65,35.11666667
35.0,4.7,13.026286,80.275235,13.056286,80.305235,Drinks ,motorcycle ,26.52,87.0,0.0,mist,Low,4.84,29.16666667
34.0,4.9,12.981615,80.231598,13.021615,80.271598,Drinks ,motorcycle ,28.51,81.0,0.0,mist,Low,9.37,32.03333333
30.0,4.8,26.913483,75.803139,27.023483,75.913139,Meal ,scooter ,19.56,46.0,0.0,clear sky,Very High,19.62,51.81666667
34.0,4.9,13.027018,80.254791,13.107018,80.334791,Snack ,motorcycle ,28.39,82.0,0.0,overcast clouds,Very High,20.12,62.71666667
37.0,4.8,19.131141,72.813074,19.14114,72.823074,Meal ,motorcycle ,28.01,57.0,0.0,smoke,Low,3.46,20.7
24.0,4.9,22.761226,75.887522,22.891226,76.017522,Drinks ,motorcycle ,17.22,53.0,0.0,clear sky,Very High,26.83,58.1
33.0,4.0,19.876994,75.372353,19.896994,75.392353,Snack ,motorcycle ,21.93,60.0,0.0,haze,Low,4.1,22.05
24.0,4.9,25.457687,81.835585,25.537687,81.915585,Meal ,motorcycle ,24.76,45.0,0.0,clear sky,Moderate,14.61,29.43333333
28.0,4.8,26.911378,75.789034,26.951378,75.829034,Snack ,motorcycle ,23.01,46.0,0.0,haze,Very High,17.36,54.9
27.0,4.9,23.232537,77.429845,23.312537,77.509845,Snack ,motorcycle ,21.94,43.0,0.0,clear sky,High,20.99,44.88333333
31.0,3.9,21.183434,72.814492,21.273434,72.904492,Meal ,scooter ,22.84,43.0,0.0,clear sky,High,18.14,33.63333333
29.0,4.8,26.911378,75.789034,26.941378,75.819034,Drinks ,motorcycle ,19.7,68.0,0.0,haze,Moderate,7.27,40.7
35.0,4.8,23.354422,85.3329,23.364422,85.3429,Meal ,electric_scooter ,17.72,68.0,0.0,clear sky,Very Low,1.83,6.133333333
35.0,4.8,22.311358,73.164798,22.331358,73.184798,Buffet ,motorcycle ,24.0,64.0,0.0,haze,Low,5.29,15.38333333
31.0,4.5,0.0,0.0,0.06,0.06,Meal ,scooter ,26.28,84.0,0.0,broken clouds,High,13.4,35.98333333
26.0,4.8,26.90294,75.793007,26.93294,75.823007,Snack ,scooter ,23.7,46.0,0.0,haze,Low,5.96,21.95
31.0,4.5,11.025083,77.015393,11.135083,77.125393,Buffet ,scooter ,25.16,73.0,0.0,mist,High,22.72,47.01666667
29.0,4.5,17.458998,78.500366,17.518998,78.560366,Meal ,motorcycle ,22.75,60.0,0.0,haze,High,12.32,39.26666667
33.0,5.0,19.178321,72.834715,19.188321,72.844715,Meal ,motorcycle ,26.95,44.0,0.0,smoke,Low,2.71,18.58333333
23.0,4.9,12.304569,76.643622,12.314569,76.653622,Meal ,scooter ,20.44,68.0,0.0,clear sky,Very Low,2.65,9.116666667
22.0,4.8,19.254567,72.848923,19.284567,72.878923,Meal ,motorcycle ,27.03,48.0,0.0,clear sky,Moderate,6.37,25.71666667
32.0,5.0,23.351058,85.325731,23.361058,85.335731,Meal ,motorcycle ,20.06,83.0,0.0,mist,Very Low,2.58,13.08333333
23.0,4.8,23.333017,85.3172,23.343017,85.3272,Drinks ,electric_scooter ,17.7,68.0,0.0,clear sky,Very Low,2.21,15.88333333
25.0,4.8,12.352058,76.60665,12.442058,76.69665,Snack ,motorcycle ,18.27,82.0,0.0,scattered clouds,Moderate,19.45,35.43333333
21.0,3.7,12.939496,77.625999,12.999496,77.685999,Drinks ,motorcycle ,22.98,74.0,0.0,haze,High,12.58,42.21666667
32.0,4.8,19.207222,72.972281,19.227222,72.992281,Buffet ,motorcycle ,27.01,48.0,0.0,clear sky,Low,3.86,14.65
30.0,4.4,21.186884,72.793616,21.316884,72.923616,Meal ,motorcycle ,22.76,43.0,0.0,clear sky,High,22.73,39.0
25.0,4.9,17.41233,78.449654,17.49233,78.529654,Drinks ,electric_scooter ,22.73,60.0,0.0,haze,Very High,17.95,56.46666667
39.0,4.6,17.440827,78.393391,17.480827,78.433391,Buffet ,motorcycle ,22.88,60.0,0.0,haze,Moderate,11.05,30.23333333
37.0,4.8,19.12663,72.829976,19.15663,72.859976,Buffet ,motorcycle ,27.95,57.0,0.0,smoke,High,11.96,43.63333333
33.0,5.0,22.310526,73.170937,22.340526,73.200937,Snack ,motorcycle ,19.0,82.0,0.0,haze,Low,7.4,19.05
34.0,4.6,17.45971,78.368855,17.56971,78.478855,Meal ,electric_scooter ,22.59,60.0,0.0,haze,Very High,25.63,60.86666667
39.0,4.8,26.913987,75.752891,26.933987,75.772891,Buffet ,motorcycle ,19.64,68.0,0.0,haze,Low,4.13,16.16666667
39.0,4.7,11.022169,76.999594,11.052169,77.029594,Buffet ,motorcycle ,24.86,73.0,0.0,mist,Low,8.02,24.3
21.0,4.6,13.081878,80.248519,13.121878,80.288519,Meal ,motorcycle ,28.38,81.0,0.0,mist,Moderate,9.03,29.21666667
34.0,4.7,21.149834,72.778666,21.219834,72.848666,Meal ,motorcycle ,24.92,73.0,0.0,mist,Moderate,13.46,30.76666667
30.0,4.7,11.008638,76.984311,11.048638,77.024311,Drinks ,motorcycle ,25.86,73.0,0.0,haze,Moderate,9.23,32.9
39.0,4.9,26.891191,75.802083,26.901191,75.812083,Drinks ,scooter ,23.64,46.0,0.0,haze,Very Low,1.82,17.96666667
23.0,4.6,22.760072,75.892574,22.850072,75.982574,Snack ,motorcycle ,17.26,53.0,0.0,clear sky,High,16.74,41.51666667
38.0,5.0,12.323194,76.630583,12.383194,76.690583,Drinks ,electric_scooter ,20.74,68.0,0.0,clear sky,High,15.19,40.15
36.0,4.8,22.751857,75.866699,22.761857,75.876699,Snack ,motorcycle ,22.16,60.0,0.0,haze,Low,2.22,16.08333333
22.0,4.7,23.353783,85.326967,23.403783,85.376967,Drinks ,scooter ,20.14,83.0,0.0,mist,Moderate,9.56,38.51666667
24.0,4.2,22.310237,73.158921,22.360237,73.208921,Drinks ,motorcycle ,19.01,82.0,0.0,haze,Low,11.76,29.96666667
34.0,4.2,23.374989,85.335486,23.444989,85.405486,Snack ,scooter ,17.75,68.0,0.0,clear sky,Moderate,17.05,29.11666667
38.0,4.3,23.355164,85.324097,23.465164,85.434097,Drinks ,motorcycle ,20.29,63.0,0.0,scattered clouds,High,18.86,46.28333333
21.0,4.3,0.0,0.0,0.09,0.09,Meal ,electric_scooter ,26.27,84.0,0.0,broken clouds,High,13.4,35.98333333
31.0,4.1,0.0,0.0,0.09,0.09,Buffet ,motorcycle ,26.27,84.0,0.0,broken clouds,High,13.4,35.98333333
30.0,4.9,17.429585,78.392621,17.519585,78.482621,Meal ,motorcycle ,21.23,66.0,0.0,broken clouds,Very High,22.07,57.28333333
28.0,4.6,26.473698,80.352677,26.533698,80.412677,Snack ,motorcycle ,21.79,54.0,0.0,clear sky,High,14.27,37.96666667
22.0,4.8,12.311072,76.654878,12.361072,76.704878,Meal ,scooter ,20.81,67.0,0.0,clear sky,High,12.3,37.31666667
30.0,4.3,30.88722,75.804893,30.95722,75.874893,Buffet ,scooter ,18.86,57.0,0.0,clear sky,Moderate,14.5,31.21666667
24.0,4.4,12.297954,76.665169,12.367954,76.735169,Snack ,motorcycle ,18.24,82.0,0.0,broken clouds,Moderate,14.26,31.45
28.0,4.8,12.934179,77.615797,12.954179,77.635797,Buffet ,scooter ,20.3,91.0,0.0,mist,Low,4.97,25.7
20.0,4.1,17.410371,78.437225,17.430371,78.457225,Buffet ,motorcycle ,21.53,65.0,0.0,broken clouds,Low,5.97,22.15
30.0,4.0,0.0,0.0,0.13,0.13,Meal ,motorcycle ,26.48,81.0,0.21,light rain,High,13.4,35.98333333
30.0,4.6,26.902908,75.792934,26.962908,75.852934,Meal ,motorcycle ,19.73,68.0,0.0,haze,Moderate,10.31,25.8
39.0,4.6,12.323994,76.626167,12.383994,76.686167,Buffet ,motorcycle ,18.37,81.0,0.0,broken clouds,Moderate,15.21,31.38333333
37.0,4.8,17.450851,78.379347,17.540851,78.469347,Meal ,motorcycle ,21.25,66.0,0.0,broken clouds,Very High,25.6,50.18333333
21.0,4.6,22.725748,75.898497,22.815748,75.988497,Drinks ,scooter ,17.22,53.0,0.0,clear sky,High,22.38,47.61666667
31.0,4.2,13.026279,80.174568,13.096279,80.244568,Drinks ,motorcycle ,28.25,82.0,0.0,mist,Very High,16.71,60.51666667
26.0,4.6,19.875908,75.358888,19.905908,75.388888,Meal ,scooter ,17.9,82.0,0.0,mist,Low,6.04,22.88333333
39.0,4.9,26.914142,75.805704,26.984142,75.875704,Meal ,scooter ,23.83,46.0,0.0,haze,Moderate,13.36,25.91666667
38.0,4.7,18.539299,73.897902,18.549299,73.907902,Snack ,scooter ,19.34,64.0,0.0,clear sky,Very Low,2.79,14.76666667
21.0,4.5,26.849596,75.800512,26.929596,75.880512,Buffet ,motorcycle ,19.98,68.0,0.0,haze,High,18.26,39.16666667
33.0,4.9,12.323994,76.626167,12.403994,76.706167,Meal ,electric_scooter ,20.76,68.0,0.0,clear sky,High,17.61,33.86666667
21.0,4.9,22.74806,75.8934,22.75806,75.9034,Buffet ,motorcycle ,17.08,72.0,0.0,haze,Very Low,2.06,12.5
31.0,4.7,13.02978,80.208812,13.05978,80.238812,Meal ,motorcycle ,26.42,88.0,0.0,mist,Low,7.27,20.13333333
39.0,4.6,26.902328,75.794257,27.042328,75.934257,Buffet ,motorcycle ,19.83,47.0,0.0,clear sky,Very High,29.81,49.16666667
32.0,4.6,17.411028,78.329645,17.471028,78.389645,Snack ,electric_scooter ,21.27,65.0,0.0,broken clouds,Moderate,16.2,30.15
28.0,4.6,18.516216,73.842527,18.546216,73.872527,Buffet ,motorcycle ,19.31,64.0,0.0,clear sky,Low,6.03,19.88333333
21.0,4.6,11.026117,76.944652,11.136117,77.054652,Drinks ,electric_scooter ,26.06,73.0,0.0,haze,Very High,22.86,57.61666667
34.0,4.8,17.483216,78.552111,17.503216,78.572111,Buffet ,motorcycle ,22.92,60.0,0.0,haze,Low,3.75,15.48333333
28.0,4.8,30.890184,75.829615,30.910184,75.849615,Drinks ,scooter ,24.01,38.0,0.0,clear sky,Very Low,3.47,19.16666667
28.0,4.6,18.516216,73.842527,18.566216,73.892527,Drinks ,scooter ,23.1,49.0,0.0,clear sky,Moderate,9.82,32.01666667
33.0,5.0,22.725748,75.898497,22.835748,76.008497,Buffet ,scooter ,17.28,53.0,0.0,clear sky,High,22.12,40.66666667
36.0,4.6,12.914264,77.6784,12.934264,77.6984,Drinks ,scooter ,23.46,72.0,0.0,haze,Low,6.69,25.78333333
25.0,5.0,30.361281,78.068022,30.371281,78.078022,Buffet ,scooter ,17.44,76.0,0.0,clear sky,Very Low,2.01,7.65
36.0,4.8,12.979166,77.640709,13.049166,77.710709,Snack ,scooter ,19.5,93.0,0.0,mist,High,17.64,38.75
32.0,4.3,30.328174,78.049117,30.398174,78.119117,Meal ,scooter ,12.44,77.0,0.0,clear sky,High,15.87,45.23333333
24.0,4.8,12.914264,77.6784,12.984264,77.7484,Meal ,electric_scooter ,23.09,73.0,0.0,haze,High,17.36,44.46666667
34.0,4.6,17.433809,78.386744,17.453809,78.406744,Snack ,motorcycle ,22.75,60.0,0.0,haze,Low,4.71,23.73333333
23.0,5.0,13.005801,80.250744,13.055801,80.300744,Snack ,scooter ,28.46,81.0,0.0,mist,Moderate,9.26,36.28333333
32.0,5.0,10.994136,76.963303,11.024136,76.993303,Drinks ,scooter ,24.94,73.0,0.0,mist,Low,5.75,28.96666667
33.0,4.8,9.985497,76.276999,10.055497,76.346999,Snack ,motorcycle ,23.96,88.0,0.0,mist,High,14.37,38.83333333
27.0,4.7,11.022298,76.998349,11.102298,77.078349,Meal ,motorcycle ,25.05,73.0,0.0,mist,Moderate,14.78,30.85
22.0,4.7,12.299524,76.64262,12.369524,76.71262,Meal ,motorcycle ,18.25,81.0,0.0,broken clouds,High,15.77,43.18333333
37.0,4.6,22.760072,75.892574,22.890072,76.022574,Meal ,motorcycle ,22.22,43.0,0.0,clear sky,Very High,26.3,51.55
28.0,4.8,18.539299,73.897902,18.629299,73.987902,Snack ,motorcycle ,19.33,65.0,0.0,clear sky,Very High,21.6,52.25
32.0,4.1,12.299524,76.64262,12.359524,76.70262,Drinks ,motorcycle ,20.51,68.0,0.0,clear sky,High,14.64,47.75
38.0,4.7,12.913041,77.683237,12.953041,77.723237,Buffet ,scooter ,23.43,73.0,0.0,haze,High,12.93,45.56666667
23.0,4.5,12.284747,76.625861,12.334747,76.675861,Buffet ,motorcycle ,20.61,67.0,0.0,clear sky,High,10.91,33.46666667
38.0,4.6,12.323225,76.630028,12.393225,76.700028,Snack ,motorcycle ,20.8,67.0,0.0,clear sky,Moderate,16.12,34.65
38.0,4.9,27.16185,78.040165,27.25185,78.130165,Meal ,motorcycle ,25.53,38.0,0.0,clear sky,High,23.09,43.91666667
33.0,4.1,21.149834,72.778666,21.209834,72.838666,Meal ,motorcycle ,24.92,73.0,0.0,mist,Moderate,12.49,29.06666667
30.0,4.7,17.411028,78.329645,17.521028,78.439645,Buffet ,scooter ,22.71,60.0,0.0,haze,Very High,53.86,53.91666667
32.0,4.8,12.337978,76.616792,12.447978,76.726792,Meal ,motorcycle ,20.62,67.0,0.0,clear sky,Moderate,20.5,23.8
34.0,4.9,12.326356,76.619103,12.396356,76.689103,Drinks ,scooter ,20.78,68.0,0.0,clear sky,High,17.34,44.51666667
39.0,4.0,12.316967,76.603067,12.446967,76.733067,Drinks ,motorcycle ,18.12,77.0,0.0,scattered clouds,High,26.21,48.78333333
36.0,4.6,18.56245,73.916619,18.60245,73.956619,Drinks ,motorcycle ,19.06,65.0,0.0,clear sky,High,12.6,40.86666667
30.0,4.9,18.51421,73.838429,18.58421,73.908429,Drinks ,motorcycle ,22.91,49.0,0.0,clear sky,Moderate,13.26,38.76666667
29.0,4.9,23.359033,85.325347,23.429033,85.395347,Snack ,scooter ,20.25,83.0,0.0,mist,Very High,22.97,57.11666667
22.0,3.7,19.875522,75.367127,19.925522,75.417127,Snack ,motorcycle ,21.74,60.0,0.0,haze,Moderate,10.49,31.95
28.0,4.7,30.895817,75.813112,30.915817,75.833112,Buffet ,electric_scooter ,24.01,38.0,0.0,clear sky,Very Low,4.71,12.65
35.0,4.9,22.745049,75.892471,22.785049,75.932471,Drinks ,motorcycle ,17.14,72.0,0.0,haze,Moderate,9.65,38.7
21.0,4.6,23.359194,85.325447,23.389194,85.355447,Buffet ,motorcycle ,17.71,68.0,0.0,clear sky,Low,7.34,22.4
32.0,3.8,26.914142,75.805704,26.994142,75.885704,Meal ,scooter ,19.97,46.0,0.0,clear sky,High,14.83,39.73333333
28.0,4.4,26.911378,75.789034,26.941378,75.819034,Buffet ,motorcycle ,19.7,68.0,0.0,haze,Moderate,7.27,27.6
27.0,4.7,30.893081,75.821495,31.023081,75.951495,Snack ,scooter ,18.53,58.0,0.0,clear sky,Very High,43.73,58.55
39.0,4.9,23.371292,85.327872,23.381292,85.337872,Meal ,motorcycle ,20.03,83.0,0.0,mist,Low,2.26,14.4
38.0,4.8,22.311603,73.165012,22.341603,73.195012,Buffet ,scooter ,23.99,64.0,0.0,haze,Low,6.55,16.85
21.0,4.1,21.183434,72.814492,21.263434,72.894492,Snack ,motorcycle ,24.93,41.0,0.0,clear sky,High,16.73,37.5
29.0,5.0,12.316967,76.603067,12.366967,76.653067,Drinks ,motorcycle ,18.28,81.0,0.0,scattered clouds,High,13.43,48.2
31.0,4.7,21.173343,72.792731,21.263343,72.882731,Drinks ,motorcycle ,22.88,43.0,0.0,clear sky,High,18.47,47.1
22.0,4.8,18.51421,73.838429,18.57421,73.898429,Snack ,scooter ,22.45,50.0,0.0,clear sky,Moderate,11.39,29.95
38.0,4.7,17.426228,78.407495,17.466228,78.447495,Meal ,motorcycle ,22.92,60.0,0.0,haze,High,12.65,32.63333333
27.0,4.8,21.149569,72.772697,21.259569,72.882697,Buffet ,motorcycle ,22.89,43.0,0.0,clear sky,High,24.21,47.18333333
21.0,4.6,18.569156,73.774723,18.639156,73.844723,Meal ,scooter ,18.98,65.0,0.0,clear sky,High,18.2,40.16666667
25.0,4.6,13.005801,80.250744,13.055801,80.300744,Snack ,scooter ,26.52,88.0,0.0,mist,Moderate,9.26,31.83333333
25.0,4.9,23.39925,85.390464,23.47925,85.470464,Meal ,motorcycle ,17.64,69.0,0.0,clear sky,Moderate,12.82,21.2
36.0,4.7,22.310237,73.158921,22.440237,73.288921,Meal ,motorcycle ,23.93,64.0,0.0,haze,High,24.65,39.35
23.0,4.7,13.054347,80.257221,13.064347,80.267221,Drinks ,motorcycle ,28.34,81.0,0.0,mist,Very Low,2.66,20.85
37.0,4.1,12.304569,76.643622,12.394569,76.733622,Drinks ,electric_scooter ,18.3,82.0,0.0,broken clouds,High,22.4,52.95
29.0,4.8,17.431477,78.40035,17.481477,78.45035,Meal ,scooter ,21.4,64.0,0.0,broken clouds,High,13.99,33.4
35.0,4.2,22.310237,73.158921,22.420237,73.268921,Buffet ,electric_scooter ,22.49,44.0,0.0,clear sky,High,20.49,35.31666667
34.0,4.9,22.31279,73.170283,22.32279,73.180283,Snack ,electric_scooter ,24.0,64.0,0.0,haze,Very Low,2.92,13.71666667
20.0,4.9,23.359033,85.325347,23.489033,85.455347,Snack ,motorcycle ,20.22,63.0,0.0,scattered clouds,Very High,21.7,54.81666667
20.0,4.9,22.310526,73.170937,22.420526,73.280937,Drinks ,motorcycle ,25.92,57.0,0.0,haze,High,21.29,51.48333333
32.0,4.8,18.593481,73.785901,18.613481,73.805901,Buffet ,scooter ,22.07,51.0,0.0,clear sky,Low,3.62,14.01666667
29.0,4.5,21.149669,72.772629,21.169669,72.792629,Meal ,motorcycle ,24.95,73.0,0.0,mist,Low,4.43,16.16666667
27.0,4.6,12.906229,77.596791,13.016229,77.706791,Buffet ,motorcycle ,22.92,73.0,0.0,haze,Very High,21.31,50.13333333
21.0,4.9,13.029198,77.570997,13.069198,77.610997,Drinks ,motorcycle ,22.37,74.0,0.0,haze,Moderate,9.38,37.83333333
36.0,4.4,18.536562,73.896485,18.556562,73.916485,Meal ,motorcycle ,23.02,48.0,0.0,clear sky,Moderate,4.66,21.83333333
29.0,4.6,18.592718,73.773572,18.632718,73.813572,Meal ,motorcycle ,22.46,50.0,0.0,clear sky,Low,8.39,20.33333333
35.0,4.8,26.849596,75.800512,26.889596,75.840512,Meal ,scooter ,23.38,46.0,0.0,haze,Low,7.51,19.5
21.0,5.0,15.498603,73.826911,15.588603,73.916911,Meal ,scooter ,24.88,61.0,0.0,few clouds,Very High,21.44,55.65
35.0,4.8,26.913726,75.75282,27.053726,75.89282,Snack ,motorcycle ,23.72,29.0,0.0,clear sky,Very High,28.64,54.75
29.0,4.9,23.359407,85.325055,23.449407,85.415055,Drinks ,motorcycle ,20.19,83.0,0.0,mist,High,18.51,48.86666667
22.0,4.7,12.972532,77.608179,13.022532,77.658179,Drinks ,motorcycle ,19.4,92.0,0.0,mist,Moderate,8.64,42.45
37.0,4.2,11.008638,76.984311,11.088638,77.064311,Snack ,motorcycle ,24.99,73.0,0.0,mist,Moderate,15.31,37.28333333
39.0,4.7,26.474986,80.342796,26.584986,80.452796,Meal ,scooter ,19.98,56.0,0.0,clear sky,High,25.54,43.7
30.0,4.6,11.001852,76.976268,11.071852,77.046268,Meal ,scooter ,26.06,73.0,0.0,haze,High,12.88,34.08333333
34.0,4.7,22.745536,75.893106,22.805536,75.953106,Snack ,scooter ,22.18,60.0,0.0,haze,Moderate,13.18,31.18333333
24.0,4.4,19.207222,72.972281,19.317222,73.082281,Drinks ,motorcycle ,27.97,52.0,0.0,clear sky,Very High,21.95,61.85
29.0,4.6,0.0,0.0,0.05,0.05,Drinks ,scooter ,26.26,85.0,0.0,overcast clouds,High,13.4,35.98333333
25.0,4.7,12.933298,77.614293,12.973298,77.654293,Drinks ,motorcycle ,19.68,91.0,0.0,mist,Moderate,9.56,37.36666667
20.0,4.8,11.02091,76.940432,11.10091,77.020432,Buffet ,motorcycle ,24.92,73.0,0.0,mist,High,15.72,47.63333333
32.0,4.9,0.0,0.0,0.01,0.01,Meal ,scooter ,26.22,83.0,0.48,light rain,High,13.4,35.98333333
22.0,4.0,18.593481,73.785901,18.663481,73.855901,Meal ,scooter ,22.68,49.0,0.0,clear sky,High,15.81,35.41666667
37.0,4.0,22.722634,75.886959,22.752634,75.916959,Meal ,motorcycle ,22.08,60.0,0.0,haze,Moderate,6.26,22.73333333
36.0,5.0,12.970324,77.645748,13.010324,77.685748,Meal ,motorcycle ,22.83,74.0,0.0,haze,Low,9.77,20.3
36.0,4.9,22.311844,73.165081,22.381844,73.235081,Drinks ,scooter ,23.99,64.0,0.0,haze,Moderate,13.87,38.46666667
25.0,4.5,26.892312,75.806896,26.982312,75.896896,Buffet ,motorcycle ,23.97,46.0,0.0,haze,High,17.01,42.43333333
28.0,5.0,0.0,0.0,0.13,0.13,Drinks ,motorcycle ,26.27,84.0,0.0,overcast clouds,High,13.4,35.98333333
34.0,4.9,19.879631,75.323403,19.969631,75.413403,Buffet ,motorcycle ,17.15,82.0,0.0,mist,Very High,23.72,62.25
38.0,4.4,12.939496,77.625999,12.999496,77.685999,Snack ,scooter ,19.58,92.0,0.0,mist,High,15.01,40.46666667
22.0,4.9,23.184992,77.417227,23.294992,77.527227,Snack ,motorcycle ,21.89,44.0,0.0,clear sky,Very High,22.56,52.53333333
24.0,4.8,0.0,0.0,0.07,0.07,Buffet ,scooter ,26.35,82.0,0.33,light rain,High,13.4,35.98333333
33.0,4.8,17.411028,78.329645,17.451028,78.369645,Meal ,motorcycle ,22.61,60.0,0.0,haze,Moderate,7.93,23.45
27.0,4.6,12.297954,76.665169,12.387954,76.755169,Meal ,motorcycle ,20.04,69.0,0.0,clear sky,Very High,21.05,46.35
33.0,5.0,19.176269,72.836721,19.196269,72.856721,Drinks ,scooter ,26.88,44.0,0.0,smoke,Low,4.64,33.6
35.0,4.6,22.32,73.17,22.38,73.23,Buffet ,motorcycle ,22.68,43.0,0.0,clear sky,Low,11.19,22.9
33.0,4.6,22.311844,73.165081,22.401844,73.255081,Meal ,motorcycle ,23.97,64.0,0.0,haze,High,18.12,33.31666667
35.0,4.9,15.496162,73.825364,15.556162,73.885364,Meal ,scooter ,28.7,70.0,0.0,broken clouds,High,12.82,37.48333333
35.0,4.0,0.0,0.0,0.08,0.08,Meal ,motorcycle ,26.27,84.0,0.0,broken clouds,High,13.4,35.98333333
20.0,4.6,30.885814,75.786976,31.025814,75.926976,Meal ,motorcycle ,23.56,39.0,0.0,clear sky,Very High,42.11,51.86666667
24.0,4.6,26.902908,75.792934,26.922908,75.812934,Buffet ,motorcycle ,19.62,68.0,0.0,haze,Low,3.77,14.68333333
37.0,4.5,12.323194,76.630583,12.393194,76.700583,Snack ,motorcycle ,20.8,67.0,0.0,clear sky,High,17.24,35.55
37.0,4.9,22.725835,75.887648,22.855835,76.017648,Buffet ,scooter ,17.29,53.0,0.0,clear sky,Very High,27.38,48.73333333
